Addresses/Brussels/Phone,Addresses/Strasbourg/Phone,Country,Constituency,Constituencies/0/end,Facebook/0,Mail/0,Name/family,Name/sur,Photo,Twitter/0,UserID,meta/updated,meta/url
+322 28 45777,+333 88 1 75777,France,Ile-de-France,9999-12-31T00:00:00,https://www.facebook.com/PervencheBeres,pervenche.beres@europarl.europa.eu,BERÈS,Pervenche,http://www.europarl.europa.eu/mepphoto/1985.jpg,https://twitter.com/PervencheBeres,1985,2016-09-08T00:35:22,http://www.europarl.europa.eu/meps/en/1985/_history.html
+322 28 45367,+333 88 1 75367,France,Sud-Ouest,9999-12-31T00:00:00,http://www.facebook.com/?ref=home#!/pages/Jean-Marie-Cavada/180453773116,jean-marie.cavada@europarl.europa.eu,CAVADA,Jean-Marie,http://www.europarl.europa.eu/mepphoto/28206.jpg,https://twitter.com/JeanMarieCAVADA,28206,2016-04-19T00:48:43,http://www.europarl.europa.eu/meps/en/28206/_history.html
+322 28 45562,+333 88 1 75562,France,Nord-Ouest,9999-12-31T00:00:00,http://www.facebook.com/tokia.saifi,tokia.saifi@europarl.europa.eu,SAÏFI,Tokia,http://www.europarl.europa.eu/mepphoto/4345.jpg,http://twitter.com/TokiaSaifi,4345,2016-09-02T01:37:32,http://www.europarl.europa.eu/meps/en/4345/_history.html
+322 28 45256,+333 88 1 75256,France,Outre-Mer,9999-12-31T00:00:00,https://www.facebook.com/tokoniponga25052014,maurice.ponga@europarl.europa.eu,PONGA,Maurice,http://www.europarl.europa.eu/mepphoto/96931.jpg,https://twitter.com/mauriceponga,96931,2016-09-02T01:32:53,http://www.europarl.europa.eu/meps/en/96931/_history.html
+322 28 45170,+333 88 1 75170,France,Sud-Ouest,9999-12-31T00:00:00,https://www.facebook.com/ericandrieu ,eric.andrieu@europarl.europa.eu,ANDRIEU,Eric,http://www.europarl.europa.eu/mepphoto/113892.jpg,https://twitter.com/Eric_Andrieu,113892,2016-07-25T00:30:11,http://www.europarl.europa.eu/meps/en/113892/_history.html
+322 28 45568,+333 88 1 75568,France,Ile-de-France,9999-12-31T00:00:00,,aymeric.chauprade@europarl.europa.eu,CHAUPRADE,Aymeric,http://www.europarl.europa.eu/mepphoto/124752.jpg,,124752,2016-08-09T10:29:02,http://www.europarl.europa.eu/meps/en/124752/_history.html
+322 28 45408,+333 88 1 75408,France,Sud-Ouest,9999-12-31T00:00:00,https://www.facebook.com/virginie.roziere,virginie.roziere@europarl.europa.eu,ROZIÈRE,Virginie,http://www.europarl.europa.eu/mepphoto/103845.jpg,https://twitter.com/Vroziere,103845,2016-09-02T01:37:03,http://www.europarl.europa.eu/meps/en/103845/_history.html
+322 28 45149,+333 88 1 75149,France,Nord-Ouest,9999-12-31T00:00:00,,sylvie.goddyn@europarl.europa.eu,GODDYN,Sylvie,http://www.europarl.europa.eu/mepphoto/21331.jpg,,21331,2016-06-01T01:04:16,http://www.europarl.europa.eu/meps/en/21331/_history.html
+322 28 45529,+333 88 1 75529,France,Sud-Est,9999-12-31T00:00:00,https://www.facebook.com/arnautuMC,marie-christine.arnautu@europarl.europa.eu,ARNAUTU,Marie-Christine,http://www.europarl.europa.eu/mepphoto/124748.jpg,https://twitter.com/MCArnautu,124748,2016-04-19T00:34:24,http://www.europarl.europa.eu/meps/en/124748/_history.html
+322 28 45228,+333 88 1 75228,France,Outre-Mer,9999-12-31T00:00:00,https://www.facebook.com/ljmanscour,louis-joseph.manscour@europarl.europa.eu,MANSCOUR,Louis-Joseph,http://www.europarl.europa.eu/mepphoto/124725.jpg,,124725,2016-08-09T11:06:48,http://www.europarl.europa.eu/meps/en/124725/_history.html
+322 28 45848,+333 88 1 75848,France,Nord-Ouest,9999-12-31T00:00:00,,nicolas.bay@europarl.europa.eu,BAY,Nicolas,http://www.europarl.europa.eu/mepphoto/124760.jpg,,124760,2016-08-09T10:21:25,http://www.europarl.europa.eu/meps/en/124760/_history.html
+322 28 45450,+333 88 1 75450,France,Sud-Est,9999-12-31T00:00:00,http://www.facebook.com/profile.php?id=100002401901978,sylvie.goulard@europarl.europa.eu,GOULARD,Sylvie,http://www.europarl.europa.eu/mepphoto/97137.jpg,,97137,2016-09-08T01:00:54,http://www.europarl.europa.eu/meps/en/97137/_history.html
+322 28 45220,+333 88 1 75220,France,Massif Central-Centre,9999-12-31T00:00:00,,bernard.monot@europarl.europa.eu,MONOT,Bernard,http://www.europarl.europa.eu/mepphoto/124761.jpg,,124761,2016-09-09T01:19:33,http://www.europarl.europa.eu/meps/en/124761/_history.html
+322 28 45166,+333 88 1 75166,France,Sud-Ouest,9999-12-31T00:00:00,,louis.aliot@europarl.europa.eu,ALIOT,Louis,http://www.europarl.europa.eu/mepphoto/30190.jpg,,30190,2016-07-23T00:30:39,http://www.europarl.europa.eu/meps/en/30190/_history.html
+322 28 45391,+333 88 1 75391,France,Est,9999-12-31T00:00:00,http://www.facebook.com/pages/Nathalie-Griesbeck/122229430180,nathalie.griesbeck@europarl.europa.eu,GRIESBECK,Nathalie,http://www.europarl.europa.eu/mepphoto/28208.jpg,https://twitter.com/Nat_GRIESBECK,28208,2016-08-09T10:46:53,http://www.europarl.europa.eu/meps/en/28208/_history.html
+322 28 45533,+333 88 1 75533,France,Sud-Est,9999-12-31T00:00:00,https://www.facebook.com/michel.dantin.1,michel.dantin@europarl.europa.eu,DANTIN,Michel,http://www.europarl.europa.eu/mepphoto/97296.jpg,https://twitter.com/MichelDANTIN,97296,2016-08-09T10:33:36,http://www.europarl.europa.eu/meps/en/97296/_history.html
+322 28 45352,+333 88 1 75352,France,Sud-Ouest,9999-12-31T00:00:00,https://www.facebook.com/BoveJose,jose.bove@europarl.europa.eu,BOVÉ,José,http://www.europarl.europa.eu/mepphoto/96744.jpg,https://twitter.com/josebove,96744,2016-08-09T10:25:38,http://www.europarl.europa.eu/meps/en/96744/_history.html
+322 28 45199,+333 88 1 75199,France,Ile-de-France,9999-12-31T00:00:00,https://www.facebook.com/philippe.juvin,philippe.juvin@europarl.europa.eu,JUVIN,Philippe,http://www.europarl.europa.eu/mepphoto/96884.jpg,https://twitter.com/philippejuvin,96884,2016-09-13T01:24:55,http://www.europarl.europa.eu/meps/en/96884/_history.html
+322 28 45589,+333 88 1 75589,France,Nord-Ouest,9999-12-31T00:00:00,,mylene.troszczynski@europarl.europa.eu,TROSZCZYNSKI,Mylène,http://www.europarl.europa.eu/mepphoto/124758.jpg,,124758,2016-04-28T02:39:41,http://www.europarl.europa.eu/meps/en/124758/_history.html
+322 28 45409,+333 88 1 75409,France,Massif Central-Centre,9999-12-31T00:00:00,https://www.facebook.com/pages/Ang%C3%A9lique-Delahaye/534110926697318,angelique.delahaye@europarl.europa.eu,DELAHAYE,Angélique,http://www.europarl.europa.eu/mepphoto/124732.jpg,https://twitter.com/Delahaye_Europe,124732,2016-08-09T10:34:05,http://www.europarl.europa.eu/meps/en/124732/_history.html
+322 28 45516,+333 88 1 75516,France,Sud-Est,9999-12-31T00:00:00,,renaud.muselier@europarl.europa.eu,MUSELIER,Renaud,http://www.europarl.europa.eu/mepphoto/124729.jpg,,124729,2016-08-10T01:58:25,http://www.europarl.europa.eu/meps/en/124729/_history.html
+322 28 45850,+333 88 1 75850,France,Nord-Ouest,9999-12-31T00:00:00,https://fr-fr.facebook.com/pages/Steeve-Briois/105536222854307,steeve.briois@europarl.europa.eu,BRIOIS,Steeve,http://www.europarl.europa.eu/mepphoto/124757.jpg,https://twitter.com/steevebriois,124757,2016-05-04T00:44:00,http://www.europarl.europa.eu/meps/en/124757/_history.html
+322 28 45243,+333 88 1 75243,France,Ouest,9999-12-31T00:00:00,https://www.facebook.com/pages/Marc-Joulaud/140169192769764,marc.joulaud@europarl.europa.eu,JOULAUD,Marc,http://www.europarl.europa.eu/mepphoto/124728.jpg,https://twitter.com/marcjoulaud,124728,2016-08-09T10:54:03,http://www.europarl.europa.eu/meps/en/124728/_history.html
+322 28 45602,+333 88 1 75602,France,Ile-de-France,9999-12-31T00:00:00,,marie-christine.boutonnet@europarl.europa.eu,BOUTONNET,Marie-Christine,http://www.europarl.europa.eu/mepphoto/124753.jpg,,124753,2016-08-09T10:25:30,http://www.europarl.europa.eu/meps/en/124753/_history.html
+322 28 45446,+333 88 1 75446,France,Est,9999-12-31T00:00:00,https://www.facebook.com/Nadine.Morano,nadine.morano@europarl.europa.eu,MORANO,Nadine,http://www.europarl.europa.eu/mepphoto/72779.jpg,https://twitter.com/nadine__morano,72779,2016-06-19T01:24:15,http://www.europarl.europa.eu/meps/en/72779/_history.html
+322 28 45928,+333 88 1 75928,France,Sud-Est,9999-12-31T00:00:00,https://www.facebook.com/pages/Vincent-Peillon/49170005258,vincent.peillon@europarl.europa.eu,PEILLON,Vincent,http://www.europarl.europa.eu/mepphoto/28166.jpg,https://twitter.com/Vincent_Peillon,28166,2016-08-10T02:04:16,http://www.europarl.europa.eu/meps/en/28166/_history.html
+322 28 45659,+333 88 1 75659,France,Sud-Ouest,9999-12-31T00:00:00,https://www.facebook.com/#!/profile.php?id=753854165,jean-luc.melenchon@europarl.europa.eu,MÉLENCHON,Jean-Luc,http://www.europarl.europa.eu/mepphoto/96742.jpg,,96742,2016-09-02T01:23:06,http://www.europarl.europa.eu/meps/en/96742/_history.html
+322 28 45720,+333 88 1 75720,France,Sud-Est,9999-12-31T00:00:00,http://www.facebook.com/#!/JMLP.officiel,jean-marie.lepen@europarl.europa.eu,LE PEN,Jean-Marie,http://www.europarl.europa.eu/mepphoto/1023.jpg,,1023,2016-04-19T01:36:22,http://www.europarl.europa.eu/meps/en/1023/_history.html
+322 28 45402,+333 88 1 75402,France,Sud-Est,9999-12-31T00:00:00,,dominique.martin@europarl.europa.eu,MARTIN,Dominique,http://www.europarl.europa.eu/mepphoto/124751.jpg,,124751,2016-09-01T01:22:43,http://www.europarl.europa.eu/meps/en/124751/_history.html
+322 28 45412,+333 88 1 75412,France,Ile-de-France,9999-12-31T00:00:00,https://www.facebook.com/pages/Guillaume-Balas/306445721868,guillaume.balas@europarl.europa.eu,BALAS,Guillaume,http://www.europarl.europa.eu/mepphoto/124744.jpg,https://twitter.com/BalasGuillaume,124744,2016-05-01T00:35:37,http://www.europarl.europa.eu/meps/en/124744/_history.html
+322 28 45310,+333 88 1 75310,France,Sud-Ouest,9999-12-31T00:00:00,,joelle.melin@europarl.europa.eu,MÉLIN,Joëlle,http://www.europarl.europa.eu/mepphoto/124765.jpg,,124765,2016-05-09T01:34:31,http://www.europarl.europa.eu/meps/en/124765/_history.html
+322 28 45525,+333 88 1 77525,France,Est,9999-12-31T00:00:00,https://www.facebook.com/annesanderMEP/,anne.sander@europarl.europa.eu,SANDER,Anne,http://www.europarl.europa.eu/mepphoto/24594.jpg,https://twitter.com/ASanderMEP,24594,2016-08-10T02:14:40,http://www.europarl.europa.eu/meps/en/24594/_history.html
+322 28 45455,+333 88 1 75455,France,Nord-Ouest,9999-12-31T00:00:00,https://www.facebook.com/pages/J%C3%A9r%C3%B4me-Lavrilleux/509892629110388,jerome.lavrilleux@europarl.europa.eu,LAVRILLEUX,Jérôme,http://www.europarl.europa.eu/mepphoto/124731.jpg,https://twitter.com/jlavrilleux,124731,2016-09-01T01:16:58,http://www.europarl.europa.eu/meps/en/124731/_history.html
+322 28 45742,+333 88 1 75742,France,Est,9999-12-31T00:00:00,https://www.facebook.com/dominiquebilde,dominique.bilde@europarl.europa.eu,BILDE,Dominique,http://www.europarl.europa.eu/mepphoto/124771.jpg,https://twitter.com/dominiquebilde,124771,2016-06-01T00:36:49,http://www.europarl.europa.eu/meps/en/124771/_history.html
+322 28 45286,+333 88 1 75286,France,Massif Central-Centre,9999-12-31T00:00:00,https://www.facebook.com/bricehortefeux,brice.hortefeux@europarl.europa.eu,HORTEFEUX,Brice,http://www.europarl.europa.eu/mepphoto/5565.jpg,https://twitter.com/BriceHortefeux,5565,2016-05-03T01:24:19,http://www.europarl.europa.eu/meps/en/5565/_history.html
+322 28 45896,+333 88 1 75896,France,Ile-de-France,9999-12-31T00:00:00,http://www.facebook.com/pages/Rachida-Dati/107359612629511,rachida.dati@europarl.europa.eu,DATI,Rachida,http://www.europarl.europa.eu/mepphoto/72775.jpg,http://twitter.com/datirachida,72775,2016-08-09T10:33:53,http://www.europarl.europa.eu/meps/en/72775/_history.html
+322 28 45126,+333 88 1 75126,France,Est,9999-12-31T00:00:00,,sophie.montel@europarl.europa.eu,MONTEL,Sophie,http://www.europarl.europa.eu/mepphoto/124769.jpg,,124769,2016-09-02T01:25:27,http://www.europarl.europa.eu/meps/en/124769/_history.html
+322 28 45213,+333 88 1 75213,France,Massif Central-Centre,9999-12-31T00:00:00,https://www.facebook.com/jeanpaul.denanot,jean-paul.denanot@europarl.europa.eu,DENANOT,Jean-Paul,http://www.europarl.europa.eu/mepphoto/94282.jpg,https://twitter.com/jpdenanot,94282,2016-08-09T10:34:48,http://www.europarl.europa.eu/meps/en/94282/_history.html
+322 28 45227,+333 88 1 75227,France,Massif Central-Centre,9999-12-31T00:00:00,,philippe.loiseau@europarl.europa.eu,LOISEAU,Philippe,http://www.europarl.europa.eu/mepphoto/125684.jpg,,125684,2016-08-09T11:02:45,http://www.europarl.europa.eu/meps/en/125684/_history.html
+322 28 45241,+333 88 1 75241,France,Sud-Est,9999-12-31T00:00:00,,mireille.dornano@europarl.europa.eu,D'ORNANO,Mireille,http://www.europarl.europa.eu/mepphoto/124750.jpg,,124750,2016-09-07T00:50:46,http://www.europarl.europa.eu/meps/en/124750/_history.html
+322 28 45265,+333 88 1 75265,France,Sud-Est,9999-12-31T00:00:00,https://www.facebook.com/gollnisch/,bruno.gollnisch@europarl.europa.eu,GOLLNISCH,Bruno,http://www.europarl.europa.eu/mepphoto/1164.jpg,http://twitter.com/brunogollnisch,1164,2016-08-09T10:45:32,http://www.europarl.europa.eu/meps/en/1164/_history.html
+322 28 45503,+333 88 1 75503,Germany,,9999-12-31T00:00:00,http://www.facebook.com/pages/Martin-Schulz/75969208461?sk=wall,martin.schulz@europarl.europa.eu,SCHULZ,Martin,http://www.europarl.europa.eu/mepphoto/1911.jpg,https://twitter.com/MartinSchulz,1911,2016-09-02T01:40:13,http://www.europarl.europa.eu/meps/en/1911/_history.html
+322 28 45695,+333 88 1 75695,Germany,,9999-12-31T00:00:00,https://www.facebook.com/RebeccaHarmsMEP,rebecca.harms@europarl.europa.eu,HARMS,Rebecca,http://www.europarl.europa.eu/mepphoto/28233.jpg,https://twitter.com/RebHarms,28233,2016-05-12T01:07:38,http://www.europarl.europa.eu/meps/en/28233/_history.html
+322 28 47545,+333 88 1 75545,Germany,,9999-12-31T00:00:00,https://www.facebook.com/wieland.mdep,rainer.wieland@europarl.europa.eu,WIELAND,Rainer,http://www.europarl.europa.eu/mepphoto/2323.jpg,,2323,2016-09-10T02:15:36,http://www.europarl.europa.eu/meps/en/2323/_history.html
+322 28 45890,+333 88 1 75890,Germany,,9999-12-31T00:00:00,https://www.facebook.com/manfred.weber,manfred.weber@europarl.europa.eu,WEBER,Manfred,http://www.europarl.europa.eu/mepphoto/28229.jpg,https://twitter.com/ManfredWeber,28229,2016-09-10T02:14:37,http://www.europarl.europa.eu/meps/en/28229/_history.html
+322 28 45101,+333 88 1 75101,Germany,,9999-12-31T00:00:00,,gabriele.zimmer@europarl.europa.eu,ZIMMER,Gabriele,http://www.europarl.europa.eu/mepphoto/28248.jpg,https://twitter.com/GabiZimmerMEP,28248,2016-08-10T02:44:35,http://www.europarl.europa.eu/meps/en/28248/_history.html
+322 28 45385,+333 88 1 75385,Germany,,9999-12-31T00:00:00,https://www.facebook.com/pages/Werner-Langen/103404496381722?rf=178224065665698,werner.langen@europarl.europa.eu,LANGEN,Werner,http://www.europarl.europa.eu/mepphoto/1928.jpg,https://twitter.com/langen_werner,1928,2016-09-08T01:16:04,http://www.europarl.europa.eu/meps/en/1928/_history.html
+322 28 45118,+333 88 1 75118,Germany,,9999-12-31T00:00:00,http://www.facebook.com/alexander.graf.lambsdorff,alexandergraf.lambsdorff@europarl.europa.eu,LAMBSDORFF,Alexander Graf,http://www.europarl.europa.eu/mepphoto/28242.jpg,http://twitter.com/Lambsdorff_live,28242,2016-08-09T11:00:09,http://www.europarl.europa.eu/meps/en/28242/_history.html
+322 28 45132,+333 88 1 75132,Germany,,9999-12-31T00:00:00,https://www.facebook.com/hansolafhenkel/,hans-olaf.henkel@europarl.europa.eu,HENKEL,Hans-Olaf,http://www.europarl.europa.eu/mepphoto/124823.jpg,https://twitter.com/HansOlafHenkel,124823,2016-09-02T01:05:28,http://www.europarl.europa.eu/meps/en/124823/_history.html
+322 28 45732,+333 88 1 75732,Germany,,9999-12-31T00:00:00,https://www.facebook.com/JuliaRedaMEP,julia.reda@europarl.europa.eu,REDA,Julia,http://www.europarl.europa.eu/mepphoto/124816.jpg,https://twitter.com/Senficon,124816,2016-08-10T02:08:45,http://www.europarl.europa.eu/meps/en/124816/_history.html
+322 28 45323,+333 88 1 75323,Germany,,9999-12-31T00:00:00,https://www.facebook.com/elmarbrok,elmar.brok@europarl.europa.eu,BROK,Elmar,http://www.europarl.europa.eu/mepphoto/1263.jpg,https://twitter.com/ElmarBrok_MEP,1263,2016-09-10T00:40:17,http://www.europarl.europa.eu/meps/en/1263/_history.html
+322 28 45868,+333 88 1 75868,Germany,,9999-12-31T00:00:00,https://www.facebook.com/inge.graessle,ingeborg.graessle@europarl.europa.eu,GRÄSSLE,Ingeborg,http://www.europarl.europa.eu/mepphoto/28220.jpg,https://twitter.com/inge_graessle,28220,2016-09-06T01:02:10,http://www.europarl.europa.eu/meps/en/28220/_history.html
+322 28 45548,+333 88 1 75548,Germany,,9999-12-31T00:00:00,https://www.facebook.com/pages/Knut-Fleckenstein/194900680538033,knut.fleckenstein@europarl.europa.eu,FLECKENSTEIN,Knut,http://www.europarl.europa.eu/mepphoto/96840.jpg,http://twitter.com/knufleckenstein,96840,2016-08-09T10:40:27,http://www.europarl.europa.eu/meps/en/96840/_history.html
+322 28 45572,+333 88 1 75572,Germany,,9999-12-31T00:00:00,http://www.facebook.com/michael.theurer,michael.theurer@europarl.europa.eu,THEURER,Michael,http://www.europarl.europa.eu/mepphoto/96871.jpg,,96871,2016-09-09T01:42:26,http://www.europarl.europa.eu/meps/en/96871/_history.html
+322 28 45379,+333 88 1 75379,Germany,,9999-12-31T00:00:00,https://www.facebook.com/SkaKellerMEP,franziska.keller@europarl.europa.eu,KELLER,Ska,http://www.europarl.europa.eu/mepphoto/96734.jpg,https://twitter.com/SkaKeller,96734,2016-05-22T01:33:16,http://www.europarl.europa.eu/meps/en/96734/_history.html
+322 28 45977,+333 88 1 75977,Germany,,9999-12-31T00:00:00,https://www.facebook.com/pages/Michael-Gahler/107905435929497,michael.gahler@europarl.europa.eu,GAHLER,Michael,http://www.europarl.europa.eu/mepphoto/2341.jpg,,2341,2016-09-06T00:57:03,http://www.europarl.europa.eu/meps/en/2341/_history.html
+322 28 45555,+333 88 1 75555,Germany,,9999-12-31T00:00:00,https://www.facebook.com/bernd.lange.europa,bernd.lange@europarl.europa.eu,LANGE,Bernd,http://www.europarl.europa.eu/mepphoto/1909.jpg,https://twitter.com/berndlange,1909,2016-04-23T01:56:26,http://www.europarl.europa.eu/meps/en/1909/_history.html
+322 28 45658,+333 88 1 75658,Germany,,9999-12-31T00:00:00,http://www.facebook.com/profile.php?id=1599704639,thomas.haendel@europarl.europa.eu,HÄNDEL,Thomas,http://www.europarl.europa.eu/mepphoto/96851.jpg,https://twitter.com/thaendel,96851,2016-06-18T01:08:29,http://www.europarl.europa.eu/meps/en/96851/_history.html
+322 28 38130,+333 88 1 75130,Germany,,9999-12-31T00:00:00,https://www.facebook.com/david.mcallister,david.mcallister@europarl.europa.eu,McALLISTER,David,http://www.europarl.europa.eu/mepphoto/124806.jpg,https://twitter.com/davidmcallister,124806,2016-09-06T01:19:03,http://www.europarl.europa.eu/meps/en/124806/_history.html
+322 28 45842,+333 88 1 75842,Germany,,9999-12-31T00:00:00,https://www.facebook.com/JoLeinen,jo.leinen@europarl.europa.eu,LEINEN,Jo,http://www.europarl.europa.eu/mepphoto/4262.jpg,https://twitter.com/jo_leinen,4262,2016-08-09T11:01:28,http://www.europarl.europa.eu/meps/en/4262/_history.html
+322 28 45779,+333 88 1 75779,Germany,,9999-12-31T00:00:00,https://www.facebook.com/michael.cramer.MEP,michael.cramer@europarl.europa.eu,CRAMER,Michael,http://www.europarl.europa.eu/mepphoto/28238.jpg,https://twitter.com/MepMCramer,28238,2016-06-06T00:44:23,http://www.europarl.europa.eu/meps/en/28238/_history.html
+322 28 45836,+333 88 1 75836,Germany,,9999-12-31T00:00:00,,beatrix.vonstorch@europarl.europa.eu,von STORCH,Beatrix,http://www.europarl.europa.eu/mepphoto/124825.jpg,,124825,2016-08-10T02:24:23,http://www.europarl.europa.eu/meps/en/124825/_history.html
+322 28 45134,+333 88 1 75134,Germany,,9999-12-31T00:00:00,http://www.facebook.com/krehlconstanze,constanze.krehl@europarl.europa.eu,KREHL,Constanze,http://www.europarl.europa.eu/mepphoto/1854.jpg,https://twitter.com/ConstanzeKrehl,1854,2016-08-24T01:15:37,http://www.europarl.europa.eu/meps/en/1854/_history.html
+322 28 45910,+333 88 1 75910,Germany,,9999-12-31T00:00:00,https://www.facebook.com/pages/Joachim-Zeller/486691334677220?fref=ts,joachim.zeller@europarl.europa.eu,ZELLER,Joachim,http://www.europarl.europa.eu/mepphoto/96762.jpg,http://twitter.com/joachimzeller,96762,2016-09-10T02:18:18,http://www.europarl.europa.eu/meps/en/96762/_history.html
+322 28 45268,+333 88 1 75268,Germany,,9999-12-31T00:00:00,https://www.facebook.com/BerndLuckeMdEP,bernd.lucke@europarl.europa.eu,LUCKE,Bernd,http://www.europarl.europa.eu/mepphoto/124820.jpg,,124820,2016-09-08T01:18:58,http://www.europarl.europa.eu/meps/en/124820/_history.html
+322 28 45739,+333 88 1 75739,Germany,,9999-12-31T00:00:00,https://www.facebook.com/prof.dr.klausbuchner,klaus.buchner@europarl.europa.eu,BUCHNER,Klaus,http://www.europarl.europa.eu/mepphoto/124818.jpg,https://twitter.com/Dr_KlausBuchner,124818,2016-09-01T00:39:50,http://www.europarl.europa.eu/meps/en/124818/_history.html
+322 28 45701,+333 88 1 75701,Germany,,9999-12-31T00:00:00,,bernd.koelmel@europarl.europa.eu,KÖLMEL,Bernd,http://www.europarl.europa.eu/mepphoto/124824.jpg,,124824,2016-08-15T01:16:57,http://www.europarl.europa.eu/meps/en/124824/_history.html
+322 28 45325,+333 88 1 75325,Germany,,9999-12-31T00:00:00,https://www.facebook.com/ehler,christian.ehler@europarl.europa.eu,EHLER,Christian,http://www.europarl.europa.eu/mepphoto/28226.jpg,,28226,2016-09-06T00:51:55,http://www.europarl.europa.eu/meps/en/28226/_history.html
+322 28 45894,+333 88 1 75894,Germany,,9999-12-31T00:00:00,http://www.facebook.com/profile.php?id=100001564882819,sabine.loesing@europarl.europa.eu,LÖSING,Sabine,http://www.europarl.europa.eu/mepphoto/96854.jpg,,96854,2016-06-06T01:15:04,http://www.europarl.europa.eu/meps/en/96854/_history.html
+322 28 45230,+333 88 1 75230,Germany,,9999-12-31T00:00:00,https://www.facebook.com/MarkusFerberEU,markus.ferber@europarl.europa.eu,FERBER,Markus,http://www.europarl.europa.eu/mepphoto/1917.jpg,https://twitter.com/MarkusFerber,1917,2016-09-08T00:53:18,http://www.europarl.europa.eu/meps/en/1917/_history.html
+322 28 45558,+333 88 1 75558,Germany,,9999-12-31T00:00:00,https://www.facebook.com/petersimon.europa,peter.simon@europarl.europa.eu,SIMON,Peter,http://www.europarl.europa.eu/mepphoto/96836.jpg,https://twitter.com/PeterSimonMEP,96836,2016-09-09T01:36:19,http://www.europarl.europa.eu/meps/en/96836/_history.html
+322 28 45874,+333 88 1 75874,Germany,,9999-12-31T00:00:00,https://www.facebook.com/Jens.Geier,jens.geier@europarl.europa.eu,GEIER,Jens,http://www.europarl.europa.eu/mepphoto/96833.jpg,http://twitter.com/EuropaJens,96833,2016-09-05T01:01:42,http://www.europarl.europa.eu/meps/en/96833/_history.html
+322 28 45667,+333 88 1 75667,Germany,,9999-12-31T00:00:00,https://www.facebook.com/fabio.d.masi,fabio.demasi@europarl.europa.eu,DE MASI,Fabio,http://www.europarl.europa.eu/mepphoto/124858.jpg,https://twitter.com/FabioDeMasi,124858,2016-09-08T00:48:19,http://www.europarl.europa.eu/meps/en/124858/_history.html
+322 28 45590,+333 88 1 75590,Germany,,9999-12-31T00:00:00,https://www.facebook.com/Stefan.Bernhard.Eck.MEP,stefan.eck@europarl.europa.eu,ECK,Stefan,http://www.europarl.europa.eu/mepphoto/124863.jpg,https://twitter.com/Stefan_Eck_MEP,124863,2016-08-09T10:37:01,http://www.europarl.europa.eu/meps/en/124863/_history.html
+322 28 45660,+333 88 1 75660,Germany,,9999-12-31T00:00:00,,cornelia.ernst@europarl.europa.eu,ERNST,Cornelia,http://www.europarl.europa.eu/mepphoto/96852.jpg,https://twitter.com/ErnstCornelia,96852,2016-09-07T00:51:59,http://www.europarl.europa.eu/meps/en/96852/_history.html
+322 28 45556,+333 88 1 75556,Germany,,9999-12-31T00:00:00,https://www.facebook.com/gieseke.europa,jens.gieseke@europarl.europa.eu,GIESEKE,Jens,http://www.europarl.europa.eu/mepphoto/124807.jpg,,124807,2016-09-06T00:59:32,http://www.europarl.europa.eu/meps/en/124807/_history.html
+322 28 45760,+333 88 1 75760,Germany,,9999-12-31T00:00:00,https://www.facebook.com/terry.reintke,terry.reintke@europarl.europa.eu,REINTKE,Terry,http://www.europarl.europa.eu/mepphoto/103381.jpg,https://twitter.com/TerryReintke,103381,2016-08-10T02:09:13,http://www.europarl.europa.eu/meps/en/103381/_history.html
+322 28 45390,+333 88 1 75390,Germany,,9999-12-31T00:00:00,https://www.facebook.com/aniebler,angelika.niebler@europarl.europa.eu,NIEBLER,Angelika,http://www.europarl.europa.eu/mepphoto/4289.jpg,https://twitter.com/ANiebler,4289,2016-09-09T01:22:02,http://www.europarl.europa.eu/meps/en/4289/_history.html
+322 28 45195,+333 88 1 75195,Germany,,9999-12-31T00:00:00,https://www.facebook.com/pages/Peter-Jahr/150399091652977,peter.jahr@europarl.europa.eu,JAHR,Peter,http://www.europarl.europa.eu/mepphoto/96772.jpg,,96772,2016-09-06T01:07:32,http://www.europarl.europa.eu/meps/en/96772/_history.html
+322 28 45296,+333 88 1 75296,Germany,,9999-12-31T00:00:00,https://www.facebook.com/ArneLietz,arne.lietz@europarl.europa.eu,LIETZ,Arne,http://www.europarl.europa.eu/mepphoto/124839.jpg,https://twitter.com/ArneLietz,124839,2016-08-09T11:02:24,http://www.europarl.europa.eu/meps/en/124839/_history.html
+322 28 45207,+333 88 1 75207,Germany,,9999-12-31T00:00:00,https://www.facebook.com/sven.schulze.1420,sven.schulze@europarl.europa.eu,SCHULZE,Sven,http://www.europarl.europa.eu/mepphoto/124809.jpg,https://twitter.com/schulzeeuropa,124809,2016-09-09T01:35:03,http://www.europarl.europa.eu/meps/en/124809/_history.html
+322 28 45369,+333 88 1 75369,Germany,,9999-12-31T00:00:00,https://www.facebook.com/sven.giegold,sven.giegold@europarl.europa.eu,GIEGOLD,Sven,http://www.europarl.europa.eu/mepphoto/96730.jpg,https://twitter.com/sven_giegold,96730,2016-09-08T00:58:54,http://www.europarl.europa.eu/meps/en/96730/_history.html
+322 28 45392,+333 88 1 75392,Germany,,9999-12-31T00:00:00,https://www.facebook.com/profile.php?id=100001709936705,barbara.lochbihler@europarl.europa.eu,LOCHBIHLER,Barbara,http://www.europarl.europa.eu/mepphoto/96728.jpg,https://twitter.com/blochbihler,96728,2016-09-01T01:18:30,http://www.europarl.europa.eu/meps/en/96728/_history.html
